L -226.7750, 550.2386, -12.4741,  -233.7729, 546.3863, -11.3443,  0, 0, 0
L -233.7729, 546.3863, -11.3443,  -239.3437, 535.4872, -12.5541,  0, 0, 0
L -239.3437, 535.4872, -12.5541,  -244.3880, 538.4026, -12.5647,  0, 0, 0
L -244.3880, 538.4026, -12.5647,  -242.6573, 541.1938, -12.5647,  0, 0, 0
L -242.6573, 541.1938, -12.5647,  -254.9559, 547.1073, -11.7973,  0, 0, 0
L -254.9559, 547.1073, -11.7973,  -259.6218, 533.6960, -11.7969,  0, 0, 0
L -259.6218, 533.6960, -11.7969,  -249.6254, 529.3450, -11.7969,  0, 0, 0
L -249.6254, 529.3450, -11.7969,  -247.3531, 533.5095, -12.5647,  0, 0, 0
L -247.3531, 533.5095, -12.5647,  -241.8960, 530.7024, -12.5541,  0, 0, 0
L -241.8960, 530.7024, -12.5541,  -245.1918, 524.6739, -11.3439,  0, 0, 0
L -242.8112, 512.4058, -12.5541,  -247.8969, 511.4041, -12.5647,  0, 0, 0
L -247.8969, 511.4041, -12.5647,  -248.8018, 514.5633, -12.5647,  0, 0, 0
L -248.8018, 514.5633, -12.5647,  -262.5052, 511.1401, -11.7969,  0, 0, 0
L -262.5052, 511.1401, -11.7969,  -259.2470, 498.9771, -11.7969,  0, 0, 0
L -259.2470, 498.9771, -11.7969,  -245.6382, 502.6238, -12.5647,  0, 0, 0
L -245.6382, 502.6238, -12.5647,  -246.7424, 507.2952, -12.5647,  0, 0, 0
L -246.7424, 507.2952, -12.5647,  -242.4979, 508.8602, -12.5541,  0, 0, 0
L -242.4979, 508.8602, -12.5541,  -240.5159, 500.2533, -11.3438,  0, 0, 0
L -240.5159, 500.2533, -11.3438,  -232.2632, 490.7051, -11.3435,  0, 0, 0
L -232.2632, 490.7051, -11.3435,  -219.6065, 486.3288, -12.5541,  0, 0, 0
L -219.6065, 486.3288, -12.5541,  -221.5832, 481.5425, -12.5647,  0, 0, 0
L -221.5832, 481.5425, -12.5647,  -225.5381, 482.6100, -12.5647,  0, 0, 0
L -225.5381, 482.6100, -12.5647,  -229.1530, 468.9574, -11.7969,  0, 0, 0
L -229.1530, 468.9574, -11.7969,  -217.3120, 465.7090, -11.7969,  0, 0, 0
L -217.3120, 465.7090, -11.7969,  -213.3859, 479.3109, -12.5647,  0, 0, 0
L -213.3859, 479.3109, -12.5647,  -217.4312, 480.3978, -12.5647,  0, 0, 0
L -217.4312, 480.3978, -12.5647,  -215.6570, 484.9349, -12.5541,  0, 0, 0
L -215.7210, 484.7714, -12.5541,  -208.7752, 482.5430, -11.3445,  0, 0, 0
L -245.6245, 519.3777, -11.3904,  -242.8112, 512.4058, -12.5541,  0, 0, 0
L -245.6468, 519.3766, -11.3466,  -245.1918, 524.6739, -11.3450,  0, 0, 0
L -222.6296, 551.2436, -12.5541,  -224.6983, 556.7281, -12.5647,  0, 0, 0
L -224.6983, 556.7281, -12.5647,  -219.4752, 559.1965, -11.7969,  0, 0, 0
L -222.5004, 551.2721, -12.5541,  -215.1363, 554.7612, -11.3442,  0, 0, 0
L -215.1363, 554.7612, -11.3442,  -201.8240, 552.4094, -12.5541,  0, 0, 0
L -191.1859, 556.3019, -11.7969,  -196.6357, 558.6799, -12.5647,  0, 0, 0
L -196.6357, 558.6799, -12.5647,  -197.9449, 551.2883, -12.5541,  0, 0, 0
L -197.9449, 551.2883, -12.5541,  -190.7135, 550.1136, -11.3468,  0, 0, 0
L -190.7135, 550.1136, -11.3468,  -178.9869, 537.5217, -11.3444,  0, 0, 0
L -167.8451, 521.9008, -11.7969,  -168.8905, 527.2595, -12.5647,  0, 0, 0
L -168.8905, 527.2595, -12.5647,  -174.5098, 525.8238, -12.5541,  0, 0, 0
L -174.5098, 525.8238, -12.5541,  -172.9661, 518.3985, -11.3438,  0, 0, 0
L -172.9661, 518.3985, -11.3438,  -175.4045, 505.8408, -11.2980,  0, 0, 0
L -193.5380, 469.7201, -11.7969,  -204.5673, 469.6793, -11.7969,  0, 0, 0
L -204.5673, 469.6793, -11.7969,  -204.5682, 454.5930, -11.7969,  0, 0, 0
L -204.5682, 454.5930, -11.7969,  -193.5380, 454.5699, -11.7969,  0, 0, 0
L -160.6690, 503.1216, -11.7959,  -160.6709, 514.1517, -11.7969,  0, 0, 0
L -160.6709, 514.1517, -11.7969,  -144.5706, 514.1516, -11.8239,  0, 0, 0
L -144.4036, 514.1517, -11.7969,  -144.4035, 503.1218, -11.7969,  0, 0, 0
L -129.7470, 503.1216, -11.7969,  -129.7461, 514.5569, -11.7969,  0, 0, 0
L -129.7461, 514.5569, -11.7969,  -114.8409, 514.1520, -11.7969,  0, 0, 0
L -114.8409, 514.1520, -11.7969,  -114.8419, 503.1218, -11.7969,  0, 0, 0
L -99.4051, 503.1218, -11.7969,  -99.4047, 514.1517, -11.7969,  0, 0, 0
L -99.4047, 514.1517, -11.7969,  -83.7425, 514.8740, -11.7969,  0, 0, 0
L -83.7425, 514.8740, -11.7969,  -83.7416, 503.1224, -11.7969,  0, 0, 0
L -71.7694, 491.1177, -11.7969,  -60.7394, 491.1181, -11.7969,  0, 0, 0
L -60.7393, 475.4551, -11.7969,  -60.7394, 491.1179, -11.7969,  0, 0, 0
L -60.7396, 475.4759, -11.7969,  -71.7686, 475.4549, -11.7969,  0, 0, 0
L -71.7694, 439.3498, -11.7966,  -60.7400, 439.3498, -11.7969,  0, 0, 0
L -60.7400, 439.3498, -11.7969,  -60.7391, 423.6870, -11.7965,  0, 0, 0
L -60.7391, 423.6870, -11.7965,  -71.7686, 423.6868, -11.7969,  0, 0, 0
L -33.3887, -67.5173, -30.6662,  39.1439, -67.5631, -30.6662,  0, 0, 0
L 39.6079, -56.5285, -30.6662,  39.4050, -67.5348, -30.6662,  0, 0, 0
L 39.6079, -56.5285, -30.6662,  45.8018, -56.5829, -30.6662,  0, 0, 0
L 45.8018, -56.5829, -30.6662,  45.8143, -59.9065, -29.7134,  0, 0, 0
L 45.8143, -59.9065, -29.7134,  59.3950, -59.9067, -29.7124,  0, 0, 0
L 59.3950, -59.9067, -29.7124,  59.3947, -40.5600, -29.7137,  0, 0, 0
L 59.3947, -40.5399, -29.7134,  45.5272, -40.5600, -29.7135,  0, 0, 0
L 45.5272, -40.5600, -29.7135,  45.6163, -44.1064, -30.6662,  0, 0, 0
L 45.6163, -44.1064, -30.6662,  38.8481, -44.1124, -30.6662,  0, 0, 0
L 38.8481, -44.1124, -30.6662,  38.9187, -18.9800, -30.6662,  0, 0, 0
L 38.9187, -18.9800, -30.6662,  45.6627, -18.9636, -30.6662,  0, 0, 0
L 45.6627, -18.9636, -30.6662,  45.6702, -22.4067, -29.7134,  0, 0, 0
L 45.6702, -22.4067, -29.7134,  59.3483, -22.4069, -29.7134,  0, 0, 0
L 59.3483, -22.4069, -29.7134,  59.3825, -2.5055, -29.7134,  0, 0, 0
L 59.3825, -2.5055, -29.7134,  45.5270, -2.5053, -29.7123,  0, 0, 0
L 45.5270, -2.5053, -29.7123,  45.5328, -5.3952, -30.6662,  0, 0, 0
L 39.3457, -5.4923, -30.6662,  39.3267, 5.1509, -30.6662,  0, 0, 0
L 39.3267, 5.1509, -30.6662,  -33.3888, 5.1509, -30.6662,  0, 0, 0
L -33.3892, 5.1509, -30.6662,  -33.3896, -6.3506, -30.6662,  0, 0, 0
L -33.3896, -6.3506, -30.6662,  -39.5930, -6.4077, -30.6662,  0, 0, 0
L -39.5930, -6.4077, -30.6662,  -39.5895, -2.5057, -29.7135,  0, 0, 0
L -39.5895, -2.5057, -29.7135,  -53.4566, -2.5059, -29.7133,  0, 0, 0
L -53.4566, -2.5059, -29.7133,  -53.4517, -22.4071, -29.7131,  0, 0, 0
L -53.4517, -22.4071, -29.7131,  -39.5893, -22.4069, -29.7130,  0, 0, 0
L -39.5893, -22.4069, -29.7130,  -39.5718, -18.3297, -30.6662,  0, 0, 0
L -39.5718, -18.3297, -30.6662,  -33.5260, -18.3445, -30.6662,  0, 0, 0
L -33.5773, -18.6050, -30.6662,  -33.5938, -43.8840, -30.6677,  0, 0, 0
L -40.3310, -43.5302, -30.6662,  -33.4037, -43.5503, -30.6675,  0, 0, 0
L -39.9558, -43.6743, -30.6662,  -39.9410, -40.5600, -29.7134,  0, 0, 0
L -39.9410, -40.5600, -29.7134,  -53.4566, -40.3620, -29.7393,  0, 0, 0
L -53.4566, -40.3620, -29.7393,  -53.4566, -59.9076, -29.7133,  0, 0, 0
L -53.4566, -59.9076, -29.7133,  -39.5891, -59.9067, -29.7145,  0, 0, 0
L -39.5891, -59.9067, -29.7145,  -39.6043, -55.6126, -30.6662,  0, 0, 0
L -39.6043, -55.6126, -30.6662,  -33.7627, -55.6704, -30.6662,  0, 0, 0
L -33.7627, -55.6704, -30.6662,  -33.3888, -67.5634, -30.6662,  0, 0, 0
L 39.3457, -5.4923, -30.6662,  45.5328, -5.3952, -30.6662,  0, 0, 0
L 8.4565, -2.1318, -30.3777,  32.1799, -2.3227, -11.7294,  127, 64, 0
L 31.6962, -35.4543, -11.7294,  31.7822, -60.2734, -11.7294,  127, 64, 0
L 31.7822, -60.2734, -11.7294,  8.6182, -60.8079, -11.7293,  127, 64, 0
L 8.6182, -60.8079, -11.7293,  8.6860, -35.2137, -11.7293,  127, 64, 0
L 8.6860, -35.2137, -11.7293,  31.6962, -35.4543, -11.7294,  127, 64, 0
L -2.2231, -35.5093, -11.7293,  -25.5000, -35.4110, -11.7294,  127, 64, 0
L -25.5000, -35.4110, -11.7294,  -25.5313, -60.2008, -11.7294,  127, 64, 0
L -25.5313, -60.2008, -11.7294,  -2.2014, -60.4273, -11.7293,  127, 64, 0
L -2.2014, -60.4273, -11.7293,  -2.2231, -35.5093, -11.7376,  127, 64, 0
L 32.6300, -27.2591, -11.7294,  32.1799, -2.3227, -11.7294,  127, 64, 0
L -2.3866, -27.5232, -11.7293,  -26.2270, -27.4578, -11.7294,  127, 64, 0
L -26.2270, -27.4578, -11.7294,  -25.9181, -2.1730, -11.7294,  127, 64, 0
L -25.9181, -2.1730, -11.7294,  -4.8746, -2.3818, -30.3798,  127, 64, 0
L -32.3292, 4.8734, -13.2294,  -32.2978, -9.4672, -13.2294,  127, 64, 0
L -32.2978, -9.4672, -13.2294,  -44.2792, -9.2240, -8.7449,  127, 64, 0
L -44.2792, -9.2240, -8.7449,  -46.5831, -10.2820, -8.7449,  127, 64, 0
L -46.5831, -10.2820, -8.7449,  -47.3468, -11.9292, -8.7449,  127, 64, 0
L -47.3468, -11.9292, -8.7449,  -47.1191, -13.6067, -8.7449,  127, 64, 0
L -47.1191, -13.6067, -8.7449,  -45.4369, -15.5138, -8.7449,  127, 64, 0
L -45.4369, -15.5138, -8.7449,  -42.7954, -15.8206, -8.6867,  127, 64, 0
L -42.7954, -15.8206, -8.6867,  -32.3678, -15.9550, -13.2294,  127, 64, 0
L -32.3678, -15.9550, -13.2294,  -32.4523, -46.7563, -13.2294,  127, 64, 0
L -32.4523, -46.7563, -13.2294,  -44.6007, -46.6993, -8.7309,  127, 64, 0
L -46.9159, -49.7939, -8.7449,  -46.4063, -52.8999, -8.7449,  127, 64, 0
L -46.4063, -52.8999, -8.7449,  -44.7674, -53.6409, -8.7449,  127, 64, 0
L -44.7674, -53.6409, -8.7449,  -32.3960, -53.1743, -13.2294,  127, 64, 0
L -46.9159, -49.7939, -8.7449,  -46.1156, -47.7143, -8.7449,  127, 64, 0
L -46.1156, -47.7143, -8.7449,  -44.6007, -46.6993, -8.7449,  127, 64, 0
L -32.4134, -53.9926, -13.2294,  -32.4433, -66.8799, -13.2294,  127, 64, 0
L -32.4433, -66.8799, -13.2294,  38.3226, -66.7608, -13.2294,  127, 64, 0
L 38.3226, -66.7608, -13.2294,  38.3226, -53.4431, -13.2294,  127, 64, 0
L 38.3226, -53.4431, -13.2294,  50.4206, -53.3757, -8.7240,  127, 64, 0
L 50.4206, -53.3757, -8.7240,  52.3423, -52.5615, -8.7230,  127, 64, 0
L 52.3423, -52.5615, -8.7230,  53.3813, -50.2079, -8.7449,  127, 64, 0
L 53.3813, -50.2079, -8.7449,  52.7807, -48.2203, -8.7449,  127, 64, 0
L 52.7807, -48.2203, -8.7449,  50.9680, -46.9791, -8.7449,  127, 64, 0
L 50.9680, -46.9791, -8.7449,  38.4014, -46.9583, -13.2294,  127, 64, 0
L 38.4014, -46.9583, -13.2294,  38.4183, -15.9963, -13.2294,  127, 64, 0
L 50.8455, -15.9242, -8.7360,  38.4183, -15.9963, -13.2294,  127, 64, 0
L 50.5876, -15.9733, -8.7340,  52.8817, -14.3567, -8.7449,  127, 64, 0
L 52.8817, -14.3567, -8.7449,  52.9823, -12.7180, -8.7449,  127, 64, 0
L 52.9823, -12.7180, -8.7449,  52.5514, -10.4178, -8.7449,  127, 64, 0
L 52.5514, -10.4178, -8.7449,  50.1358, -9.3979, -8.7449,  127, 64, 0
L 50.1358, -9.3979, -8.7449,  38.4542, -9.2873, -13.2294,  127, 64, 0
L 38.4542, -9.2873, -13.2294,  38.4010, 4.6832, -13.2294,  127, 64, 0
L 38.4010, 4.6832, -13.2294,  9.8398, 4.7057, -30.3779,  127, 64, 0
L 9.8398, 4.7057, -30.3779,  9.8398, -2.1431, -30.3779,  127, 64, 0
L 11.6469, 4.7042, -29.3524,  11.6485, -2.1577, -28.6299,  127, 64, 0
L 13.2599, -2.1709, -27.2437,  13.2616, 4.7030, -27.8918,  127, 64, 0
L 14.9335, 4.7016, -26.7746,  14.9680, -2.1846, -25.7922,  127, 64, 0
L 17.3189, -2.2014, -23.9939,  17.7280, 4.7000, -24.7123,  127, 64, 0
L 19.9310, 4.6984, -23.1659,  19.4130, -2.2176, -30.3780,  127, 64, 0
L 21.6189, -2.2341, -20.5260,  21.1559, 4.6966, -21.1108,  127, 64, 0
L 23.9200, 4.6951, -19.5567,  23.8520, -2.2505, -30.3775,  127, 64, 0
L 25.3992, -2.2692, -17.4908,  25.2932, 4.6935, -17.5075,  127, 64, 0
L 27.4719, 4.6917, -15.9436,  27.8807, -2.2894, -15.4280,  127, 64, 0
L 29.7726, 4.6900, -13.8812,  29.7545, -2.3046, -13.8812,  127, 64, 0
L 31.6924, 4.6885, -13.2294,  31.7512, -2.3208, -11.7294,  127, 64, 0
L -4.8758, 4.9648, -30.3779,  -4.8746, -2.3818, -29.3478,  127, 64, 0
L -6.7020, -2.3637, -27.7772,  -6.6939, 4.8955, -28.8358,  127, 64, 0
L -8.7729, 4.8921, -26.7746,  -8.7500, -2.3433, -26.7746,  127, 64, 0
L -10.8674, -2.3224, -25.2281,  -10.8842, 4.8887, -25.2271,  127, 64, 0
L -12.6181, 4.8860, -23.6811,  -12.6730, -2.3043, -23.6811,  127, 64, 0
L -14.3507, -2.2877, -22.1345,  -14.3599, 4.8830, -22.1345,  127, 64, 0
L -15.9489, 4.8806, -20.5881,  -15.9143, -2.2723, -20.5881,  127, 64, 0
L -17.5273, 4.8780, -19.8560,  -17.5770, -2.2557, -19.6759,  127, 64, 0
L -18.9944, -2.2418, -18.5599,  -18.9746, 4.8757, -18.5599,  127, 64, 0
L -20.4249, 4.8733, -16.9745,  -20.4558, -2.2273, -16.9745,  127, 64, 0
L -21.9017, -2.2128, -15.4281,  -21.8144, 4.8711, -15.4283,  127, 64, 0
L -23.2699, 4.8685, -14.3969,  -23.2441, -2.1996, -14.3969,  127, 64, 0
L -24.8133, -2.1840, -13.2348,  -24.8419, 4.8662, -13.2300,  127, 64, 0
L -32.3292, 4.8734, -13.2294,  -4.8758, 4.9648, -30.3779,  127, 64, 0
L -2.5988, -27.5531, -11.7293,  -2.8559, 144.4535, -13.2390,  127, 64, 0
L -2.8559, 144.4535, -13.2390,  -2.2400, 144.4667, -13.2390,  127, 64, 0
L -2.2400, 144.4667, -13.2390,  -1.9890, 150.1716, -13.2391,  127, 64, 0
L -1.9722, 150.1365, -13.2391,  -5.9451, 154.2434, -10.8770,  127, 64, 0
L -5.9451, 154.2434, -10.8770,  -6.4641, 167.9986, -6.5860,  127, 64, 0
L -6.4641, 167.9986, -6.5860,  -7.7393, 171.2330, -3.9588,  127, 64, 0
L -7.7393, 171.2330, -3.9588,  -8.8224, 174.7879, -1.4233,  127, 64, 0
L -8.8224, 174.7879, -1.4233,  -11.8584, 182.9079, 3.5783,  127, 64, 0
L -11.8584, 182.9079, 3.5783,  -15.8779, 187.4799, 8.3033,  127, 64, 0
L -15.8779, 187.4799, 8.3033,  -20.7075, 192.5526, 10.4078,  127, 64, 0
L -20.7075, 192.5526, 10.4078,  -26.3033, 197.7108, 16.1423,  127, 64, 0
L -26.3033, 197.7108, 16.1423,  -34.3138, 197.8839, 16.2101,  127, 64, 0
L -34.3138, 197.8839, 16.2101,  -34.3237, 168.9636, 16.2101,  127, 64, 0
L -34.3237, 168.9636, 16.2101,  -23.3100, 169.2369, 15.7310,  127, 64, 0
L -21.8472, 162.7222, 19.1051,  -39.8810, 162.6048, 16.2101,  127, 64, 0
L -39.8810, 162.6048, 16.2101,  -39.8564, 204.1508, 16.2101,  127, 64, 0
L -39.8564, 204.1508, 16.2101,  -27.7867, 204.1588, 16.2086,  127, 64, 0
L -27.7867, 204.1588, 16.2086,  -24.2564, 203.1841, 16.1923,  127, 64, 0
L -24.2564, 203.1841, 16.1923,  -18.6529, 199.5415, 14.6145,  127, 64, 0
L -18.6529, 199.5415, 14.6145,  -13.1158, 194.7649, 10.5257,  127, 64, 0
L -13.1158, 194.7649, 10.5257,  -10.6760, 190.9559, 7.6395,  127, 64, 0
L -10.6760, 190.9559, 7.6395,  -8.2314, 187.8208, 5.4800,  127, 64, 0
L -8.2314, 187.8208, 5.4800,  -6.1855, 184.2093, 2.7917,  127, 64, 0
L -6.1855, 184.2093, 2.7917,  -2.9658, 179.7997, -1.9491,  127, 64, 0
L -2.9658, 179.7997, -1.9491,  -1.2902, 175.2009, -2.7557,  127, 64, 0
L -1.2902, 175.2009, -2.7557,  -0.2302, 167.7273, -6.9297,  127, 64, 0
L -0.2302, 167.7273, -6.9297,  0.3687, 163.3463, -11.8568,  127, 64, 0
L 0.3687, 163.3463, -11.8568,  0.4054, 158.4449, -10.8770,  127, 64, 0
L 0.4054, 158.4449, -10.8770,  4.7777, 158.4877, -10.9163,  127, 64, 0
L 4.7777, 158.4877, -10.9163,  5.6280, 166.1562, -13.2391,  127, 64, 0
L 5.6280, 166.1562, -13.2391,  6.5796, 170.9334, -10.8770,  127, 64, 0
L 6.5796, 170.9334, -10.8770,  7.7727, 175.4984, -10.8770,  127, 64, 0
L 7.7727, 175.4984, -10.8770,  11.5344, 182.8137, -13.2391,  127, 64, 0
L 11.5344, 182.8137, -13.2391,  17.9436, 193.4413, -10.8770,  127, 64, 0
L 17.9436, 193.4413, -10.8770,  25.7239, 199.6679, -10.8770,  127, 64, 0
L 25.7239, 199.6679, -10.8770,  32.2618, 203.7044, -10.8770,  127, 64, 0
L 32.2618, 203.7044, -10.8770,  38.2516, 206.6982, -13.2391,  127, 64, 0
L 38.2516, 206.6982, -13.2391,  45.9502, 208.6262, -10.8770,  127, 64, 0
L 45.9502, 208.6262, -10.8770,  53.4866, 208.9961, -10.8770,  127, 64, 0
L 53.4866, 208.9961, -10.8770,  53.4682, 210.4875, -10.8770,  127, 64, 0
L 53.4682, 210.4875, -10.8770,  72.3138, 210.4653, -13.2391,  127, 64, 0
L 72.3138, 210.4653, -13.2391,  72.2394, 161.1931, -13.2385,  127, 64, 0
L 72.2394, 161.1931, -13.2385,  80.9286, 161.1432, -13.2385,  127, 64, 0
L 143.3306, 285.6612, -12.3369,  192.4259, 285.6628, -12.2729,  0, 0, 0
L 192.4259, 285.6628, -12.2729,  196.5404, 281.5484, -12.2870,  0, 0, 0
L 196.5404, 281.5484, -12.2870,  196.5406, 165.8000, -12.2769,  0, 0, 0
L 196.5406, 165.8000, -12.2769,  194.3307, 159.7461, -12.2889,  0, 0, 0
L 194.3307, 159.7461, -12.2889,  188.9621, 154.6776, -13.2385,  0, 0, 0
L 188.9621, 154.6776, -13.2385,  194.8568, 149.3269, -13.2385,  0, 0, 0
L 194.8568, 149.3269, -13.2385,  201.9879, 154.2084, -12.1259,  0, 0, 0
L 201.9879, 154.2084, -12.1259,  212.2726, 155.5942, -12.8465,  0, 0, 0
L 212.2726, 155.5942, -12.8465,  222.3156, 155.2146, -13.2385,  0, 0, 0
L 222.3156, 155.2146, -13.2385,  227.9884, 153.7427, -13.2385,  0, 0, 0
L 227.9884, 153.7427, -13.2385,  235.1628, 149.4497, -12.8026,  0, 0, 0
L 235.1628, 149.4497, -12.8026,  243.9249, 140.8095, -10.3480,  0, 0, 0
L 243.9249, 140.8095, -10.3480,  250.8220, 130.6383, -11.9924,  0, 0, 0
L 240.1443, 96.2523, -12.8449,  232.5609, 88.7968, -11.9808,  0, 0, 0
L 232.5609, 88.7968, -11.9808,  218.3524, 85.9758, -12.8454,  0, 0, 0
L 218.3524, 85.9758, -12.8454,  205.8819, 86.9020, -12.6751,  0, 0, 0
L 205.8819, 86.9020, -12.6751,  195.3147, 92.3178, -13.2385,  0, 0, 0
L 195.3147, 92.3178, -13.2385,  186.8008, 100.6127, -12.8443,  0, 0, 0
L 186.8008, 100.6127, -12.8443,  180.6382, 111.4287, -12.7538,  0, 0, 0
L 180.6382, 111.4287, -12.7538,  180.4970, 123.8224, -12.8735,  0, 0, 0
L 180.4970, 123.8224, -12.8735,  181.1766, 133.1252, -12.3140,  0, 0, 0
L 181.1766, 133.1252, -12.3140,  186.6304, 141.7811, -13.2385,  0, 0, 0
L 186.6304, 141.7811, -13.2385,  179.9437, 146.4384, -13.2386,  0, 0, 0
L 179.9437, 146.4384, -13.2386,  170.9798, 139.5226, -12.3580,  0, 0, 0
L 170.9798, 139.5226, -12.3580,  84.8405, 139.5190, -12.2810,  0, 0, 0
L 84.8405, 139.5190, -12.2810,  80.7253, 143.6337, -12.2910,  0, 0, 0
L 240.1699, 96.8050, -12.8461,  249.8739, 107.3760, -11.9803,  0, 0, 0
L 249.8739, 107.3760, -11.9803,  250.5300, 117.3130, -12.8259,  0, 0, 0
L 250.5300, 117.3130, -12.8259,  250.8220, 130.6383, -12.5068,  0, 0, 0
L 80.7253, 143.6338, -12.2769,  80.6932, 151.7571, -13.2385,  0, 0, 0
L 80.6932, 151.7571, -13.2385,  64.5002, 151.7365, -13.2385,  127, 64, 0
L 64.5002, 151.7365, -13.2385,  64.5451, 199.5321, -12.4931,  127, 64, 0
L 64.5451, 199.5321, -12.4931,  54.7434, 199.6588, -10.8770,  127, 64, 0
L 54.7434, 199.6588, -10.8770,  54.7239, 202.2897, -13.2391,  127, 64, 0
L 54.7239, 202.2897, -10.8770,  49.2871, 202.2450, -10.8770,  127, 64, 0
L 49.2871, 202.2450, -10.8770,  44.6756, 201.3625, -10.8770,  127, 64, 0
L 44.6756, 201.3625, -10.8770,  44.6289, 171.5544, -21.2698,  127, 64, 0
L 44.6289, 171.5544, -21.2698,  34.4050, 171.7274, -21.2698,  127, 64, 0
L 34.4050, 171.7274, -21.2698,  28.5992, 172.9753, -21.2943,  127, 64, 0
L 28.5992, 172.9753, -21.2943,  23.2784, 176.6442, -22.9009,  127, 64, 0
L 23.2784, 176.6442, -22.9009,  16.8862, 183.3206, -28.1385,  127, 64, 0
L 16.8862, 183.3206, -28.1385,  10.7866, 190.4037, -33.7533,  127, 64, 0
L 10.7866, 190.4037, -33.7533,  5.3517, 203.5240, -40.3327,  127, 64, 0
L 5.3517, 203.5240, -40.3327,  5.3578, 217.9961, -46.9442,  127, 64, 0
L 10.7218, 217.5965, -49.6518,  10.7537, 203.5490, -42.8783,  127, 64, 0
L 10.7537, 203.5490, -42.8783,  12.8054, 198.5382, -39.8763,  127, 64, 0
L 12.8003, 198.6201, -39.9258,  16.2027, 193.3206, -33.4014,  127, 64, 0
L 16.2027, 193.3206, -33.4014,  22.2680, 186.1999, -27.1400,  127, 64, 0
L 22.2680, 186.1999, -27.1400,  28.6778, 180.7086, -21.7235,  127, 64, 0
L 28.6778, 180.7086, -21.7235,  32.7954, 178.6357, -21.2732,  127, 64, 0
L 32.7954, 178.6357, -21.2732,  37.9044, 178.5937, -21.2697,  127, 64, 0
L 37.9044, 178.5937, -21.2697,  37.9684, 199.4937, -10.8770,  127, 64, 0
L 37.9684, 199.4937, -10.8770,  23.1676, 188.7795, -10.8770,  127, 64, 0
L 23.1676, 188.7795, -10.8770,  15.9629, 173.6434, -13.2455,  127, 64, 0
L 15.9629, 173.6434, -13.2455,  12.6151, 161.6671, -13.2391,  127, 64, 0
L 12.6151, 161.6671, -13.2391,  11.4093, 154.3067, -10.8770,  127, 64, 0
L 8.5602, 144.2579, -13.2391,  8.4388, -27.2877, -11.7293,  127, 64, 0
L 8.4388, -27.2877, -11.7293,  32.6300, -27.2591, -11.7294,  127, 64, 0
L 46.7959, 154.1194, -53.2391,  33.1961, 154.1212, -53.2391,  0, 0, 240
L 33.1961, 154.1212, -53.2391,  33.1861, 158.7186, -53.8909,  0, 0, 240
L 33.1861, 158.7186, -53.8909,  29.9466, 158.6236, -53.2394,  0, 0, 240
L 29.9466, 158.6236, -53.2394,  29.9450, 161.5518, -53.2394,  0, 0, 240
L 29.9450, 161.5518, -53.2394,  23.8214, 161.5911, -53.9849,  0, 0, 240
L 23.8214, 161.5911, -53.9849,  23.7860, 158.5681, -53.2394,  0, 0, 240
L 23.7860, 158.5681, -53.2394,  20.2850, 158.5543, -53.2391,  0, 0, 240
L 20.2996, 151.5044, -53.2394,  20.2850, 158.5543, -51.5364,  0, 0, 240
L 20.2987, 151.5043, -53.2394,  -14.2962, 151.5038, -53.2394,  0, 0, 240
L -14.2962, 151.5038, -53.2394,  -14.2972, 158.7511, -53.2394,  0, 0, 240
L -14.2972, 158.7511, -53.2394,  -17.7838, 158.6787, -53.2394,  0, 0, 240
L -17.7838, 158.6787, -53.2394,  -17.7684, 162.1125, -53.1529,  0, 0, 240
L -17.7684, 162.1125, -53.1529,  -23.9758, 162.1792, -53.2394,  0, 0, 240
L -23.9758, 162.1792, -53.2394,  -23.9437, 158.5688, -53.2394,  0, 0, 240
L -23.9437, 158.5688, -53.2394,  -27.1967, 158.4978, -53.1454,  0, 0, 240
L -27.1967, 158.4978, -53.1454,  -27.1931, 154.1202, -53.2391,  0, 0, 240
L -27.1931, 154.1202, -53.2391,  -40.7933, 154.1201, -53.2391,  0, 0, 240
L -40.7933, 154.1201, -53.2391,  -40.7635, 158.7872, -53.2391,  0, 0, 240
L -40.7635, 158.7872, -53.2391,  -44.4159, 158.7450, -53.2394,  0, 0, 240
L -44.4159, 158.7450, -53.2394,  -44.5630, 161.9115, -53.2394,  0, 0, 240
L -44.5630, 161.9115, -53.2394,  -48.4904, 161.8633, -53.1822,  0, 0, 240
L -48.4904, 161.8633, -53.1822,  -48.4906, 175.4173, -53.2391,  0, 0, 240
L -48.4906, 175.4173, -53.2391,  -43.9099, 175.3720, -53.2000,  0, 0, 240
L -43.9099, 175.3720, -53.2000,  -43.9106, 178.6679, -53.2394,  0, 0, 240
L -43.9106, 178.6679, -53.2394,  -40.5728, 178.6413, -53.2394,  0, 0, 240
L -40.5728, 178.6413, -53.2394,  -40.5777, 184.8268, -53.2394,  0, 0, 240
L -49.7535, 188.6166, -53.2394,  -49.7939, 222.7288, -53.6259,  0, 0, 240
L -49.7207, 222.7333, -53.1711,  -43.8282, 222.8069, -52.8515,  0, 0, 240
L -43.8293, 222.8404, -52.9091,  -44.4239, 226.3942, -53.2394,  0, 0, 240
L -44.4239, 226.3942, -53.2394,  -40.4018, 226.4550, -53.2394,  0, 0, 240
L -40.4018, 226.4550, -53.2394,  -40.4290, 232.8255, -53.9530,  0, 0, 240
